#,اسم الفعالية,الجهة المسؤولة,وصف الفعالية,تاريخ البداية,تاريخ النهاية,عدد الأيام,التصنيف,النوع,المدينة,الفئة الفرعية,حالة الإضافة,التمويل,التواصل,فترة الإقامة,حالة التضمين,سبب الاستبعاد
,The Illusionist,لجنة التقويم الوطني لمحافظة جدة,"عرض مسرحي عالمي للخدع البصرية يأتي ضمن الجولة الدولية للنسخة الأساسية المنطلقة من برودواي، ويقدّم تجربة متكاملة تجمع بين الخدع البصرية الكبرى والخدع الذهنية والتجارب التفاعلية مع الجمهور، بتنفيذ نخبة من أبرز المؤدين العالميين وبمستوى إنتاج احترافي مخصص للمسارح الكبرى حول العالم.","Wednesday, September 16, 2026","Monday, September 21, 2026",,Tier 1,ترفيه,جدة,,أساس,,متواصلة,خلال التواريخ المحددة,تضمن,
,تفعيلات اليوم الوطني الثقافية,الهيئة العامة للترفيه,مشاركة فرحة الوطن من خلال إقامة حدث ثقافي يبرز أهم إنجازات وتاريخ المملكة المجيد وملوكه وحاضره ومستقبله ورؤيته من خلال تفعيلات وأنشطة ثقافية وفعاليات تفاعلية ملهمة وتجربة استثنائية لا تنسى خلال اليوم الوطني.,"Sunday, September 20, 2026","Sunday, September 27, 2026",,Tier 1,ترفيه,جدة,,أساس,,متواصلة,خلال التواريخ المحددة,تضمن,
,العروض الجوية لليوم الوطني,وزارة الحرس الوطني ,طيران الحرس الوطني يقدم عروض جوية بطائرات البلاك هوك والاباتشي في سماء مدينة جدة يرسم من خلاله لوحة فنية احتفاءً باليوم الوطني للمملكة.,"Wednesday, September 23, 2026","Wednesday, September 23, 2026",,Tier 2,ترفيه,جدة,,أساس,,متواصلة,خلال التواريخ المحددة,تضمن,
,معرض تصوير المسافات ,هيئة المتاحف ,يقدم المعرض تجربة بصرية غامرة تستكشف منارات البحر ودلالاتها الفلسفية المرتبطة بالطبيعة والضوء والبحر والصحراء والعمارة والرحلات مجسدًا التفاعل العميق بين الإنسان والبحر عبر العصور.,"Thursday, October 8, 2026","Saturday, December 19, 2026",,Tier 2,ترفيه,جدة,,أساس,,متواصلة,خلال التواريخ المحددة,تضمن,
,مهرجان الغناء بالفصحى ,هيئة الموسيقى,فعالية فنية وثقافية تهدف إلى الاحتفاء بجمال اللغة العربية وإبراز حضورها في المشهد الغنائي المعاصر. يجمع المهرجان مجموعة من الفنانين والمطربين الذين يقدمون أعمالًا موسيقية مؤلفة ومؤداه باللغة العربية الفصحى.,"Thursday, October 15, 2026","Friday, October 16, 2026",,Tier 2,ترفيه,جدة,,أساس,,متواصلة,خلال التواريخ المحددة,تضمن,
,Horror Con,لجنة التقويم الوطني لمحافظة جدة,"للسنة الثانية على التوالي تقام هذه الفعالية في منطقة صُممت بطابع الرعب وتقدم تجارب ترفيهية متنوعة تشمل بيوت الرعب والمتاهات، وتهدف إلى خلق أجواء من الإثارة والتشويق من خلال أنشطة تستهدف مختلف الفئات العمرية.","Wednesday, October 21, 2026","Saturday, October 31, 2026",,Tier 2,ترفيه,جدة,,أساس,,متواصلة,خلال التواريخ المحددة,تضمن,
,منتدى طارق عبد الحكيم الدولي للموسيقى والتراث,هيئة المتاحف,"مؤتمر ثقافي دولي يُعد منصة عالمية تجمع الباحثين والموسيقيين ومديري المتاحف والمختصين من المملكة والعالم لمناقشة قضايا الموسيقى السعودية التراثية والفنون التقليدية غير المادية وتبادل الخبرات الدولية في حفظها وتطويرها، إضافةً إلى مناقشة مستقبل المتاحف الموسيقية ودورها في الحفاظ على الذاكرة الموسيقية الوطنية.","Thursday, October 29, 2026","Saturday, October 31, 2026",,Tier 2,ترفيه,جدة,,أساس,,متواصلة,خلال التواريخ المحددة,تضمن,
,بطولة العالم للراليات (WRC),وزارة الرياضة ,"بطولات رالي السيارات تقام بنظام جولات خلال الموسم الواحد بعدد (13) جولة حول مدن العالم، حيث أن الجولة النهائية سوف تكون في محافظة جدة وتكون القيادة على أسطح مختلفة بين الحصى والأسفلت.","Wednesday, November 11, 2026","Saturday, November 14, 2026",,Marquee,ترفيه,جدة,,أساس,,متواصلة,خلال التواريخ المحددة,تضمن,
,بطولة منطقة مكة المكرمة الدولية لجمال الجواد العربي,مركز الملك عبدالعزيز للخيل العربية الأصيلة ,"بطولة جمال الخيل العربية الأصيلة مفتوحة لكل الخيول المسجلة في سجلات الأنساب الخاصة بالدول الأعضاء بمنظمة
 “ECAHO"" ","Thursday, November 12, 2026","Saturday, November 14, 2026",,Tier 2,ترفيه,جدة,,أساس,,متواصلة,خلال التواريخ المحددة,تضمن,
,تفعيلات City Walk,لجنة التقويم الوطني لمحافظة جدة,"وجهة ترفيهية مميزة تجمع بين التسوق والطعام والترفيه في بيئة ممتعة وجذابة، يضم سيتي ووك العديد من التجارب الترفيهية العالمية وتجارب بيوت الرعب والألعاب المختلفة التي تناسب جميع الأعمار، كما يضم المكان مجموعة من المتاجر العالمية والمحلية إلى جانب مجموعة متنوعة من المطاعم والمقاهي.","Friday, November 20, 2026","Sunday, January 3, 2027",,Tier 1,ترفيه,جدة,,أساس,,متواصلة,خلال التواريخ المحددة,تضمن,
,معرض العطور,لجنة التقويم الوطني لمحافظة جدة,"معرض العطور منصة متخصصة تجمع عشاق ومحترفي صناعة العطور، وتستعرض أحدث المنتجات من الشركات المحلية والخليجية والعالمية، إلى جانب المواهب الناشئة، مع تقديم ورش عمل وعروض حصرية وإطلاق منتجات جديدة.","Thursday, November 26, 2026","Saturday, December 5, 2026",,Tier 1,ترفيه,جدة,,أساس,,متواصلة,خلال التواريخ المحددة,تضمن,
,مهرجان البحر الأحمر السينمائي,مؤسسة مهرجان البحر الاحمر,"أكبر احتفال بالثقافة السينمائية في العالم العربي في نسخته السادسة، يُعد المهرجان منصة مهمة تعزز من وجود السينما العربية على الساحة الدولية ويستضيف نجوم السينما من جميع أنحاء العالم ضمن عرس سينمائي مذهل يلتقي فيه الماضي بالحداثة ويستضيف عشّاق السينما وصنّاعها معًا.","Thursday, December 3, 2026","Sunday, December 13, 2026",,Tier 1,ترفيه,جدة,,أساس,,متواصلة,خلال التواريخ المحددة,تضمن,
